doc_id,Disease,Question
5103,Rối Loạn Lipid Máu,"Tôi có mức cholesterol cao và xuất hiện xanthomas ở khuỷu tay. Tôi có thể đang bị bệnh gì?
"
5104,Rối Loạn Lipid Máu,"Tôi thường xuyên ngất xỉu và cảm thấy áp lực ở ngực. Tôi có thể đang bị bệnh gì?
"
5105,Rối Loạn Lipid Máu,"Tôi có tiền sử gia đình bị tăng lipid máu và đang gặp triệu chứng đau lưng. Tôi có thể đang bị bệnh gì?
"
5106,Rối Loạn Lipid Máu,"Tôi hay bị khó thở và cảm thấy mệt mỏi. Tôi có thể đang bị bệnh gì?
"
5107,Rối Loạn Lipid Máu,"Tôi có cholesterol cao và đang trải qua tình trạng đau hàm. Tôi có thể đang bị bệnh gì?
"
5108,Rối Loạn Lipid Máu,"Tôi thường xuyên cảm thấy tức ngực và lo lắng về sức khỏe tim mạch. Tôi có thể đang bị bệnh gì?
"
5109,Rối Loạn Lipid Máu,"Tôi có chất béo trung tính cao và đang gặp vấn đề về thị lực. Tôi có thể đang bị bệnh gì?
"
5110,Rối Loạn Lipid Máu,"Tôi có xanthomas xung quanh mắt và cảm thấy lo lắng. Tôi có thể đang bị bệnh gì?
"
5111,Rối Loạn Lipid Máu,"Tôi bị đau chân khi vận động và có tiền sử gia đình mắc bệnh tim. Tôi có thể đang bị bệnh gì?
"
5112,Rối Loạn Lipid Máu,"Tôi hay bị chóng mặt và khó thở khi gắng sức. Tôi có thể đang bị bệnh gì?
"
5113,Rối Loạn Lipid Máu,"Tôi có cholesterol cao và đang gặp vấn đề về trí nhớ. Tôi có thể đang bị bệnh gì?
"
5114,Rối Loạn Lipid Máu,"Tôi cảm thấy mệt mỏi và đau nhức cơ thể. Tôi có thể đang bị bệnh gì?
"
5115,Rối Loạn Lipid Máu,"Tôi có chất béo trung tính cao và đang gặp vấn đề về tiêu hóa. Tôi có thể đang bị bệnh gì?
"
5116,Rối Loạn Lipid Máu,"Tôi bị tê bì chân tay và lo lắng về sức khỏe. Tôi có thể đang bị bệnh gì?
"
5117,Rối Loạn Lipid Máu,"Tôi hay bị đau đầu và chóng mặt. Tôi có thể đang bị bệnh gì?
"
5118,Rối Loạn Lipid Máu,"Tôi cảm thấy hồi hộp và đánh trống ngực. Tôi có thể đang bị bệnh gì?
"
5119,Rối Loạn Lipid Máu,Tôi có cholesterol cao và đang gặp vấn đề về da. Tôi có thể đang bị bệnh gì?
5120,Rối Loạn Lo Âu Lan Tỏa,"Tôi hiện đang có các triệu chứng như lo lắng quá mức về những việc nhỏ nhặt và khó tập trung. Tôi có thể đang bị bệnh gì?
"
5121,Rối Loạn Lo Âu Lan Tỏa,"Tôi đang cảm thấy bồn chồn, căng thẳng, và dễ mệt mỏi. Tôi có thể đang bị bệnh gì?
"
5122,Rối Loạn Lo Âu Lan Tỏa,"Tôi hay suy nghĩ quá nhiều về những kế hoạch và giải pháp cho mọi tình huống có thể xảy ra. Tôi có thể đang bị bệnh gì?
"
5123,Rối Loạn Lo Âu Lan Tỏa,"Tôi hiện đang có các triệu chứng như sợ đưa ra quyết định sai và không thể buông bỏ những lo lắng không cần thiết. Tôi có thể đang bị bệnh gì?
"
5124,Rối Loạn Lo Âu Lan Tỏa,"Tôi đang cảm thấy bế tắc, căng thẳng, và luôn thấy đầu óc trống rỗng. Tôi có thể đang bị bệnh gì?
"
5125,Rối Loạn Lo Âu Lan Tỏa,"Tôi hay lo lắng dai dẳng về những việc không gây hại và cảm thấy các tình huống xảy ra trong cuộc sống có thể đe dọa đến bản thân. Tôi có thể đang bị bệnh gì?
"
5126,Rối Loạn Lo Âu Lan Tỏa,"Tôi hiện đang có các triệu chứng như khó thở, tim đập nhanh, và cáu gắt. Tôi có thể đang bị bệnh gì?
"
5127,Rối Loạn Lo Âu Lan Tỏa,"Tôi đang cảm thấy thiếu quyết đoán và không chắc chắn trong việc đưa ra hướng xử lý. Tôi có thể đang bị bệnh gì?
"
5128,Rối Loạn Lo Âu Lan Tỏa,"Tôi hay bị rối loạn giấc ngủ và căng cơ. Tôi có thể đang bị bệnh gì?
"
5129,Rối Loạn Lo Âu Lan Tỏa,"Tôi hiện đang có các triệu chứng như sợ khoảng trống hoặc không gian kín. Tôi có thể đang bị bệnh gì?
"
5130,Rối Loạn Lo Âu Lan Tỏa,"Tôi đang cảm thấy lo lắng và căng thẳng liên tục. Tôi có thể đang bị bệnh gì?
"
5131,Rối Loạn Lo Âu Lan Tỏa,"Tôi hay bị rối loạn hoảng sợ và rối loạn căng thẳng sau chấn thương. Tôi có thể đang bị bệnh gì?
"
5132,Rối Loạn Lo Âu Lan Tỏa,"Tôi hiện đang có các triệu chứng như sợ hãi khi tiếp xúc với người khác và lo lắng về việc bị đánh giá. Tôi có thể đang bị bệnh gì?
"
5133,Rối Loạn Lo Âu Lan Tỏa,"Tôi đang cảm thấy lo lắng về việc mắc lỗi và làm người khác thất vọng. Tôi có thể đang bị bệnh gì?
"
5134,Rối Loạn Lo Âu Lan Tỏa,"Tôi hay lo lắng về tương lai và những điều xấu có thể xảy ra. Tôi có thể đang bị bệnh gì?
"
5135,Rối Loạn Lo Âu Lan Tỏa,"Tôi hiện đang có các triệu chứng như khó thư giãn và luôn cảm thấy bồn chồn. Tôi có thể đang bị bệnh gì?
"
5136,Rối Loạn Lo Âu Lan Tỏa,"Tôi đang cảm thấy mệt mỏi và không có động lực làm việc. Tôi có thể đang bị bệnh gì?
"
5137,Rối Loạn Lo Âu Lan Tỏa,"Tôi hay lo lắng về sức khỏe của bản thân và gia đình. Tôi có thể đang bị bệnh gì?
"
5138,Rối Loạn Lo Âu Lan Tỏa,"Tôi hiện đang có các triệu chứng như khó tập trung vào công việc và học tập. Tôi có thể đang bị bệnh gì?
"
5139,Rối Loạn Lo Âu Lan Tỏa,Tôi đang cảm thấy lo lắng về việc bị bỏ rơi và cô đơn. Tôi có thể đang bị bệnh gì?
5140,Rối Loạn Lo Âu,"Tôi hay cảm thấy lo lắng và sợ hãi quá mức. Tôi có thể đang bị bệnh gì?
"
5141,Rối Loạn Lo Âu,"Tôi đang gặp khó khăn trong việc kiểm soát nỗi sợ hãi của mình. Tôi có thể đang bị bệnh gì?
"
5142,Rối Loạn Lo Âu,"Tôi bị hoảng loạn và cảm thấy không an toàn. Tôi có thể đang bị bệnh gì?
"
5143,Rối Loạn Lo Âu,"Tôi bị khó ngủ và hay gặp ác mộng. Tôi có thể đang bị bệnh gì?
"
5144,Rối Loạn Lo Âu,"Tôi không thể giữ bình tĩnh và hay lo lắng về mọi thứ. Tôi có thể đang bị bệnh gì?
"
5145,Rối Loạn Lo Âu,"Tôi bị đổ mồ hôi, chóng mặt và khó thở. Tôi có thể đang bị bệnh gì?
"
5146,Rối Loạn Lo Âu,"Tôi có những suy nghĩ ám ảnh và lặp đi lặp lại. Tôi có thể đang bị bệnh gì?
"
5147,Rối Loạn Lo Âu,"Tôi thực hiện các hành vi nghi thức một cách quá mức. Tôi có thể đang bị bệnh gì?
"
5148,Rối Loạn Lo Âu,"Tôi bị đau dạ dày và buồn nôn. Tôi có thể đang bị bệnh gì?
"
5149,Rối Loạn Lo Âu,"Tôi bị đau đầu và căng cơ. Tôi có thể đang bị bệnh gì?
"
5150,Rối Loạn Lo Âu,"Tôi bị mệt mỏi và thiếu năng lượng. Tôi có thể đang bị bệnh gì?
"
5151,Rối Loạn Lo Âu,"Tôi bị khó tập trung và hay quên. Tôi có thể đang bị bệnh gì?
"
5152,Rối Loạn Lo Âu,"Tôi bị cáu kỉnh và dễ nổi nóng. Tôi có thể đang bị bệnh gì?
"
5153,Rối Loạn Lo Âu,"Tôi tránh né các tình huống xã hội. Tôi có thể đang bị bệnh gì?
"
5154,Rối Loạn Lo Âu,"Tôi sợ ở một mình hoặc ở nơi đông người. Tôi có thể đang bị bệnh gì?
"
5155,Rối Loạn Lo Âu,"Tôi lo lắng về sức khỏe của mình và sợ bị bệnh. Tôi có thể đang bị bệnh gì?
"
5156,Rối Loạn Lo Âu,"Tôi lo lắng về tương lai và những điều không chắc chắn. Tôi có thể đang bị bệnh gì?
"
5157,Rối Loạn Lo Âu,"Tôi có cảm giác như sắp chết hoặc phát điên. Tôi có thể đang bị bệnh gì?
"
5158,Rối Loạn Lo Âu,"Tôi sử dụng rượu bia hoặc thuốc lá để giảm bớt lo lắng. Tôi có thể đang bị bệnh gì?
"
5159,Rối Loạn Lo Âu,Tôi bị trầm cảm. Tôi có thể đang bị bệnh gì?
5160,Rối Loạn Lưỡng Cực,"Tôi hiện đang có các triệu chứng như tràn đầy năng lượng, nói nhiều, và đưa ra quyết định liều lĩnh. Tôi có thể đang bị bệnh gì?
"
5161,Rối Loạn Lưỡng Cực,"Tôi đang cảm thấy hưng phấn, ngủ ít, và suy nghĩ lạc quan một cách đơn giản. Tôi có thể đang bị bệnh gì?
"
5162,Rối Loạn Lưỡng Cực,"Tôi hay tăng động, nói nhanh, và cảm thấy sức khỏe vô cùng hoàn hảo. Tôi có thể đang bị bệnh gì?
"
5163,Rối Loạn Lưỡng Cực,"Tôi hiện đang có các triệu chứng như buồn bã vô cớ, đánh giá thấp bản thân, và cảm thấy bế tắc. Tôi có thể đang bị bệnh gì?
"
5164,Rối Loạn Lưỡng Cực,"Tôi đang cảm thấy mệt mỏi, chán ăn, và khó tập trung. Tôi có thể đang bị bệnh gì?
"
5165,Rối Loạn Lưỡng Cực,"Tôi hay suy nghĩ tiêu cực, mất năng lượng, và có ý định tự sát. Tôi có thể đang bị bệnh gì?
"
5166,Rối Loạn Lưỡng Cực,"Tôi hiện đang có các triệu chứng như thay đổi chế độ ăn uống, rối loạn giấc ngủ, và giảm ham muốn tình dục. Tôi có thể đang bị bệnh gì?
"
5167,Rối Loạn Lưỡng Cực,"Tôi đang cảm thấy đau khổ, mất niềm tin vào tương lai, và liên tưởng chậm chạp. Tôi có thể đang bị bệnh gì?
"
5168,Rối Loạn Lưỡng Cực,"Tôi hay có những giai đoạn tràn đầy năng lượng xen kẽ với giai đoạn buồn bã và mất năng lượng. Tôi có thể đang bị bệnh gì?
"
5169,Rối Loạn Lưỡng Cực,"Tôi hiện đang có các triệu chứng như hưng phấn thái quá và sau đó chuyển sang trầm cảm. Tôi có thể đang bị bệnh gì?
"
5170,Rối Loạn Lưỡng Cực,"Tôi đang cảm thấy mình có tài năng đặc biệt xen kẽ với cảm giác vô dụng và tội lỗi. Tôi có thể đang bị bệnh gì?
"
5171,Rối Loạn Lưỡng Cực,"Tôi hay có những giai đoạn đưa ra quyết định liều lĩnh xen kẽ với giai đoạn không thể đưa ra quyết định. Tôi có thể đang bị bệnh gì?
"
5172,Rối Loạn Lưỡng Cực,"Tôi hiện đang có các triệu chứng như dễ bị kích động, thay đổi cảm xúc thất thường, và nói liên tục. Tôi có thể đang bị bệnh gì?
"
5173,Rối Loạn Lưỡng Cực,"Tôi đang cảm thấy mình có thể vượt qua mọi khó khăn xen kẽ với cảm giác bế tắc và tuyệt vọng. Tôi có thể đang bị bệnh gì?
"
5174,Rối Loạn Lưỡng Cực,"Tôi hay có những giai đoạn tăng ham muốn tình dục xen kẽ với giai đoạn giảm ham muốn tình dục. Tôi có thể đang bị bệnh gì?
"
5175,Rối Loạn Lưỡng Cực,"Tôi hiện đang có các triệu chứng như ngủ rất ít nhưng vẫn tràn đầy năng lượng xen kẽ với giai đoạn ngủ nhiều nhưng vẫn mệt mỏi. Tôi có thể đang bị bệnh gì?
"
5176,Rối Loạn Lưỡng Cực,"Tôi đang cảm thấy mình cần phải thực hiện nhiều kế hoạch cùng một lúc xen kẽ với giai đoạn không muốn làm gì cả. Tôi có thể đang bị bệnh gì?
"
5177,Rối Loạn Lưỡng Cực,"Tôi hay có những giai đoạn chi tiêu hoang phí xen kẽ với giai đoạn chán ăn và không muốn tiêu tiền. Tôi có thể đang bị bệnh gì?
"
5178,Rối Loạn Lưỡng Cực,"Tôi hiện đang có các triệu chứng như nói chuyện không ngừng nghỉ xen kẽ với giai đoạn im lặng và không muốn giao tiếp. Tôi có thể đang bị bệnh gì?
"
5179,Rối Loạn Lưỡng Cực,Tôi đang cảm thấy mình có thể làm được tất cả mọi thứ xen kẽ với cảm giác vô dụng và thất bại. Tôi có thể đang bị bệnh gì?
5180,Rối Loạn Nhịp Tim Chậm,"Tôi hiện đang có các triệu chứng như choáng váng và chóng mặt. Tôi có thể đang bị bệnh gì?
"
5181,Rối Loạn Nhịp Tim Chậm,"Tôi đang cảm thấy mệt mỏi, yếu sức, và giảm khả năng gắng sức. Tôi có thể đang bị bệnh gì?
"
5182,Rối Loạn Nhịp Tim Chậm,"Tôi hay bị ngất xỉu hoặc cảm giác sắp ngất. Tôi có thể đang bị bệnh gì?
"
5183,Rối Loạn Nhịp Tim Chậm,"Tôi hiện đang có các triệu chứng như nặng ngực, tức ngực, và khó chịu vùng ngực. Tôi có thể đang bị bệnh gì?
"
5184,Rối Loạn Nhịp Tim Chậm,"Tôi đang cảm thấy khó thở và suy giảm trí nhớ. Tôi có thể đang bị bệnh gì?
"
5185,Rối Loạn Nhịp Tim Chậm,"Tôi hay ăn ít hơn bình thường và tỏ ra mệt mỏi. Tôi có thể đang bị bệnh gì?
"
5186,Rối Loạn Nhịp Tim Chậm,"Tôi hiện đang có các triệu chứng như tim đập chậm và yếu. Tôi có thể đang bị bệnh gì?
"
5187,Rối Loạn Nhịp Tim Chậm,"Tôi đang cảm thấy mệt mỏi và khó thở khi vận động. Tôi có thể đang bị bệnh gì?
"
5188,Rối Loạn Nhịp Tim Chậm,"Tôi hay bị chóng mặt khi đứng lên hoặc thay đổi tư thế đột ngột. Tôi có thể đang bị bệnh gì?
"
5189,Rối Loạn Nhịp Tim Chậm,"Tôi hiện đang có các triệu chứng như lú lẫn và mất phương hướng. Tôi có thể đang bị bệnh gì?
"
5190,Rối Loạn Nhịp Tim Chậm,"Tôi đang cảm thấy khó tập trung và dễ bị kích động. Tôi có thể đang bị bệnh gì?
"
5191,Rối Loạn Nhịp Tim Chậm,"Tôi hay bị lạnh, đặc biệt là bàn tay và bàn chân. Tôi có thể đang bị bệnh gì?
"
5192,Rối Loạn Nhịp Tim Chậm,"Tôi hiện đang có các triệu chứng như da xanh xao và móng tay dễ gãy. Tôi có thể đang bị bệnh gì?
"
5193,Rối Loạn Nhịp Tim Chậm,"Tôi đang cảm thấy táo bón và tăng cân. Tôi có thể đang bị bệnh gì?
"
5194,Rối Loạn Nhịp Tim Chậm,"Tôi hay bị đau đầu và mờ mắt. Tôi có thể đang bị bệnh gì?
"
5195,Rối Loạn Nhịp Tim Chậm,"Tôi hiện đang có các triệu chứng như phù chân và mắt cá chân. Tôi có thể đang bị bệnh gì?
"
5196,Rối Loạn Nhịp Tim Chậm,"Tôi đang cảm thấy khó ngủ và hay thức giấc giữa đêm. Tôi có thể đang bị bệnh gì?
"
5197,Rối Loạn Nhịp Tim Chậm,"Tôi hay bị trầm cảm và lo lắng. Tôi có thể đang bị bệnh gì?
"
5198,Rối Loạn Nhịp Tim Chậm,"Tôi hiện đang có các triệu chứng như giảm ham muốn tình dục. Tôi có thể đang bị bệnh gì?
"
5199,Rối Loạn Nhịp Tim Chậm,Tôi đang cảm thấy đau nhức cơ và khớp. Tôi có thể đang bị bệnh gì?
5200,Rối Loạn Nhịp Tim,"Tôi hiện đang có các triệu chứng như hồi hộp, đánh trống ngực, và hụt hơi. Tôi có thể đang bị bệnh gì?
"
5201,Rối Loạn Nhịp Tim,"Tôi đang cảm thấy khó thở, ran ngực, và yếu sức. Tôi có thể đang bị bệnh gì?
"
5202,Rối Loạn Nhịp Tim,"Tôi hay bị đau ngực, vã mồ hôi, và chóng mặt. Tôi có thể đang bị bệnh gì?
"
5203,Rối Loạn Nhịp Tim,"Tôi hiện đang có các triệu chứng như hoa mắt, tối sầm mắt, và gần ngất. Tôi có thể đang bị bệnh gì?
"
5204,Rối Loạn Nhịp Tim,"Tôi đang cảm thấy mệt đừ và khó chịu vùng ngực. Tôi có thể đang bị bệnh gì?
"
5205,Rối Loạn Nhịp Tim,"Tôi hay bị tim đập nhanh và không đều. Tôi có thể đang bị bệnh gì?
"
5206,Rối Loạn Nhịp Tim,"Tôi hiện đang có các triệu chứng như cảm giác tim đập mạnh và hụt hơi khi gắng sức. Tôi có thể đang bị bệnh gì?
"
5207,Rối Loạn Nhịp Tim,"Tôi đang cảm thấy khó thở khi nằm và phải kê cao gối mới ngủ được. Tôi có thể đang bị bệnh gì?
"
5208,Rối Loạn Nhịp Tim,"Tôi hay bị chóng mặt khi thay đổi tư thế đột ngột. Tôi có thể đang bị bệnh gì?
"
5209,Rối Loạn Nhịp Tim,"Tôi hiện đang có các triệu chứng như ngất xỉu đột ngột. Tôi có thể đang bị bệnh gì?
"
5210,Rối Loạn Nhịp Tim,"Tôi đang cảm thấy mệt mỏi và giảm khả năng tập trung. Tôi có thể đang bị bệnh gì?
"
5211,Rối Loạn Nhịp Tim,"Tôi hay bị đau đầu và khó ngủ. Tôi có thể đang bị bệnh gì?
"
5212,Rối Loạn Nhịp Tim,"Tôi hiện đang có các triệu chứng như lo lắng và sợ hãi. Tôi có thể đang bị bệnh gì?
"
5213,Rối Loạn Nhịp Tim,"Tôi đang cảm thấy buồn nôn và nôn. Tôi có thể đang bị bệnh gì?
"
5214,Rối Loạn Nhịp Tim,"Tôi hay bị đau bụng và tiêu chảy. Tôi có thể đang bị bệnh gì?
"
5215,Rối Loạn Nhịp Tim,"Tôi hiện đang có các triệu chứng như phù chân và khó thở khi gắng sức. Tôi có thể đang bị bệnh gì?
"
5216,Rối Loạn Nhịp Tim,"Tôi đang cảm thấy ho khan kéo dài. Tôi có thể đang bị bệnh gì?
"
5217,Rối Loạn Nhịp Tim,"Tôi hay bị đau tức ngực lan lên vai và cánh tay. Tôi có thể đang bị bệnh gì?
"
5218,Rối Loạn Nhịp Tim,"Tôi hiện đang có các triệu chứng như cảm giác tim đập chậm và yếu. Tôi có thể đang bị bệnh gì?
"
5219,Rối Loạn Nhịp Tim,Tôi đang cảm thấy mệt mỏi và khó thở khi leo cầu thang. Tôi có thể đang bị bệnh gì?
5220,Rối Loạn Nội Tiết Tố Sau Sinh,"Tôi hiện đang có các triệu chứng như mệt mỏi sau khi sinh con. Tôi có thể đang bị bệnh gì?
"
5221,Rối Loạn Nội Tiết Tố Sau Sinh,"Tôi đang cảm thấy tăng cân khó kiểm soát. Tôi có thể đang bị bệnh gì?
"
5222,Rối Loạn Nội Tiết Tố Sau Sinh,"Tôi hay khó tập trung và mất trí nhớ ngắn hạn. Tôi có thể đang bị bệnh gì?
"
5223,Rối Loạn Nội Tiết Tố Sau Sinh,"Tôi đang gặp tình trạng tâm trạng lâng lâng thất thường. Tôi có thể đang bị bệnh gì?
"
5224,Rối Loạn Nội Tiết Tố Sau Sinh,"Tôi bị chứng đau nửa đầu sau sinh. Tôi có thể đang bị bệnh gì?
"
5225,Rối Loạn Nội Tiết Tố Sau Sinh,"Tôi mất ngủ và lo lắng. Tôi có thể đang bị bệnh gì?
"
5226,Rối Loạn Nội Tiết Tố Sau Sinh,"Tôi bị rụng tóc và da khô. Tôi có thể đang bị bệnh gì?
"
5227,Rối Loạn Nội Tiết Tố Sau Sinh,"Tôi đang gặp tình trạng táo bón sau sinh. Tôi có thể đang bị bệnh gì?
"
5228,Rối Loạn Nội Tiết Tố Sau Sinh,"Tôi bị rối loạn chu kỳ kinh nguyệt sau sinh. Tôi có thể đang bị bệnh gì?
"
5229,Rối Loạn Nội Tiết Tố Sau Sinh,"Tôi cảm thấy chán nản và buồn bã. Tôi có thể đang bị bệnh gì?
"
5230,Rối Loạn Nội Tiết Tố Sau Sinh,"Tôi có xu hướng khóc nhiều và dễ cáu gắt. Tôi có thể đang bị bệnh gì?
"
5231,Rối Loạn Nội Tiết Tố Sau Sinh,"Tôi lo lắng mình bị trầm cảm sau sinh. Tôi có thể đang bị bệnh gì?
"
5232,Rối Loạn Nội Tiết Tố Sau Sinh,"Tôi muốn biết cách cân bằng nội tiết tố sau sinh. Tôi có thể đang bị bệnh gì?
"
5233,Rối Loạn Nội Tiết Tố Sau Sinh,"Tôi muốn tìm hiểu về chế độ dinh dưỡng giúp cải thiện nội tiết tố. Tôi có thể đang bị bệnh gì?
"
5234,Rối Loạn Nội Tiết Tố Sau Sinh,"Tôi muốn biết liệu tập thể dục có giúp cải thiện nội tiết tố hay không. Tôi có thể đang bị bệnh gì?
"
5235,Rối Loạn Nội Tiết Tố Sau Sinh,"Tôi muốn tìm hiểu về các loại thảo dược giúp cân bằng nội tiết tố. Tôi có thể đang bị bệnh gì?
"
5236,Rối Loạn Nội Tiết Tố Sau Sinh,"Tôi bị giảm ham muốn tình dục sau sinh. Tôi có thể đang bị bệnh gì?
"
5237,Rối Loạn Nội Tiết Tố Sau Sinh,"Tôi bị khô âm đạo sau sinh. Tôi có thể đang bị bệnh gì?
"
5238,Rối Loạn Nội Tiết Tố Sau Sinh,"Tôi bị đau khi quan hệ sau sinh. Tôi có thể đang bị bệnh gì?
"
5239,Rối Loạn Nội Tiết Tố Sau Sinh,Tôi muốn tìm hiểu về phương pháp điều trị rối loạn nội tiết tố sau sinh. Tôi có thể đang bị bệnh gì?
5240,Rối Loạn Nội Tiết,"Tôi hiện đang có các triệu chứng như sụt cân, khát nhiều, uống nhiều, và tiểu nhiều. Tôi có thể đang bị bệnh gì?
"
5241,Rối Loạn Nội Tiết,"Tôi đang cảm thấy tim đập nhanh, hồi hộp, và run tay. Tôi có thể đang bị bệnh gì?
"
5242,Rối Loạn Nội Tiết,"Tôi hay tăng tiết mồ hôi, nhạy cảm với nhiệt độ nóng, và dễ cáu gắt. Tôi có thể đang bị bệnh gì?
"
5243,Rối Loạn Nội Tiết,"Tôi hiện đang có các triệu chứng như mệt mỏi, tăng cân, và trầm cảm. Tôi có thể đang bị bệnh gì?
"
5244,Rối Loạn Nội Tiết,"Tôi đang cảm thấy chậm chạp, phù mặt, và nhạy cảm với nhiệt độ lạnh. Tôi có thể đang bị bệnh gì?
"
5245,Rối Loạn Nội Tiết,"Tôi hay bị táo bón, da khô, và nhịp tim chậm. Tôi có thể đang bị bệnh gì?
"
5246,Rối Loạn Nội Tiết,"Tôi hiện đang có các triệu chứng như tăng cân, mặt tròn, bướu mỡ sau gáy, và vết rạn da. Tôi có thể đang bị bệnh gì?
"
5247,Rối Loạn Nội Tiết,"Tôi đang cảm thấy yếu cơ, da mỏng, dễ bầm máu, và vết thương lâu lành. Tôi có thể đang bị bệnh gì?
"
5248,Rối Loạn Nội Tiết,"Tôi hay bị rụng tóc, giảm ham muốn tình dục, và tăng huyết áp. Tôi có thể đang bị bệnh gì?
"
5249,Rối Loạn Nội Tiết,"Tôi hiện đang có các triệu chứng như yếu cơ, vọp bẻ, nhức đầu, và hồi hộp. Tôi có thể đang bị bệnh gì?
"
5250,Rối Loạn Nội Tiết,"Tôi đang cảm thấy uống nhiều, tiểu nhiều, tiểu đêm, và tăng huyết áp. Tôi có thể đang bị bệnh gì?
"
5251,Rối Loạn Nội Tiết,"Tôi hay bị các cơn tăng huyết áp, da xanh tái, vã mồ hôi, và hồi hộp. Tôi có thể đang bị bệnh gì?
"
5252,Rối Loạn Nội Tiết,"Tôi hiện đang có các triệu chứng như mệt mỏi, sụt cân, chóng mặt, và lo lắng. Tôi có thể đang bị bệnh gì?
"
5253,Rối Loạn Nội Tiết,"Tôi đang cảm thấy đau bụng, chậm phát triển thể chất, và tăng sắc tố da. Tôi có thể đang bị bệnh gì?
"
5254,Rối Loạn Nội Tiết,"Tôi hay bị yếu cơ nặng, ngất, đau bụng, buồn nôn, và tụt huyết áp. Tôi có thể đang bị bệnh gì?
"
5255,Rối Loạn Nội Tiết,"Tôi hiện đang có các triệu chứng như bàn tay và bàn chân to thô, khuôn mặt thô, và mũi to. Tôi có thể đang bị bệnh gì?
"
5256,Rối Loạn Nội Tiết,"Tôi đang cảm thấy phì đại xương trán, hàm dưới nhô ra, răng thưa, và phì đại lưỡi. Tôi có thể đang bị bệnh gì?
"
5257,Rối Loạn Nội Tiết,"Tôi hay bị tăng tiết mồ hôi, mụn thịt dư, rậm lông, và đau khớp. Tôi có thể đang bị bệnh gì?
"
5258,Rối Loạn Nội Tiết,"Tôi hiện đang có các triệu chứng như giảm ham muốn tình dục, vô sinh, và bất lực. Tôi có thể đang bị bệnh gì?
"
5259,Rối Loạn Nội Tiết,"Tôi đang cảm thấy vú to, loãng xương, và chảy sữa. Tôi có thể đang bị bệnh gì?"
5260,Rối Loạn Phân Ly,"Tôi hiện đang có các triệu chứng như cảm thấy không làm chủ được cảm xúc của mình. Tôi có thể đang bị bệnh gì?
"
5261,Rối Loạn Phân Ly,"Tôi đang gặp vấn đề khi đối diện với cảm xúc mãnh liệt. Tôi có thể đang bị bệnh gì?
"
5262,Rối Loạn Phân Ly,"Tôi hay thay đổi tâm trạng đột ngột và bất ngờ, ví dụ như cảm thấy rất buồn mà không có lý do. Tôi có thể đang bị bệnh gì?
"
5263,Rối Loạn Phân Ly,"Tôi đang gặp các vấn đề về trầm cảm hay lo lắng, hoặc cả hai. Tôi có thể đang bị bệnh gì?
"
5264,Rối Loạn Phân Ly,"Tôi cảm thấy như thể thế giới bị bóp méo hoặc không có thật. Tôi có thể đang bị bệnh gì?
"
5265,Rối Loạn Phân Ly,"Tôi có các vấn đề về trí nhớ dù không liên quan đến chấn thương thể chất hoặc điều kiện y tế. Tôi có thể đang bị bệnh gì?
"
5266,Rối Loạn Phân Ly,"Tôi đang gặp các vấn đề khác về nhận thức như mất tập trung. Tôi có thể đang bị bệnh gì?
"
5267,Rối Loạn Phân Ly,"Tôi bị mất trí nhớ trong khoảng thời gian nhất định, liên quan đến sự kiện, con người, thông tin cá nhân. Tôi có thể đang bị bệnh gì?
"
5268,Rối Loạn Phân Ly,"Tôi cảm thấy cần phải cư xử theo một cách nhất định. Tôi có thể đang bị bệnh gì?
"
5269,Rối Loạn Phân Ly,"Tôi bị sự nhầm lẫn danh tính, ví dụ, hành xử theo cách mà thông thường tôi phản đối hoặc không bao giờ làm. Tôi có thể đang bị bệnh gì?
"
5270,Rối Loạn Phân Ly,"Tôi lo lắng mình bị rối loạn nhận dạng phân ly. Tôi có thể đang bị bệnh gì?
"
5271,Rối Loạn Phân Ly,"Tôi nghi ngờ mình bị chứng quên phân ly. Tôi có thể đang bị bệnh gì?
"
5272,Rối Loạn Phân Ly,"Tôi có các giai đoạn tách rời khỏi bản thân hoặc xung quanh, cảm thấy mọi thứ “không có thực”. Tôi có thể đang bị bệnh gì?
"
5273,Rối Loạn Phân Ly,"Tôi trải qua những khoảng trống trong ký ức. Tôi có thể đang bị bệnh gì?
"
5274,Rối Loạn Phân Ly,"Tôi cảm thấy như có nhiều nhân cách khác nhau bên trong mình. Tôi có thể đang bị bệnh gì?
"
5275,Rối Loạn Phân Ly,"Tôi cảm thấy xa lạ với chính cơ thể mình. Tôi có thể đang bị bệnh gì?
"
5276,Rối Loạn Phân Ly,"Tôi không thể nhớ lại những sự kiện quan trọng trong quá khứ. Tôi có thể đang bị bệnh gì?
"
5277,Rối Loạn Phân Ly,"Tôi có những hành vi mà tôi không thể kiểm soát. Tôi có thể đang bị bệnh gì?
"
5278,Rối Loạn Phân Ly,"Tôi cảm thấy như đang mơ, mặc dù tôi đang tỉnh. Tôi có thể đang bị bệnh gì?
"
5279,Rối Loạn Phân Ly,Tôi muốn tìm hiểu thêm về rối loạn phân ly và cách điều trị. Tôi có thể đang bị bệnh gì?
5280,Rối Loạn Sàn Chậu,"Tôi hiện đang có các triệu chứng như són tiểu sau khi sinh con. Tôi có thể đang bị bệnh gì?
"
